"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado","speed"
"19150","Friday",180,2014-03-14 15:53:29,2014-03-14 15:56:29,311,"Norfolk St & Broome St",40.7172274,-73.98802084,502,"Henry St & Grand St",40.714215,-73.981346,17486,"Subscriber","1986",1,"0.564","10002","7","10","-9999","27","0","42.1","8.1","10","37.1","-9999","0","0","0","0","0",11.28
"19151","Monday",264,2014-03-17 16:56:45,2014-03-17 17:01:09,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,17838,"Subscriber","1974",1,"0.767","10017","32795","3","-9999","28","0","33.1","9.2","10","25.5","-9999","0","0","0","0","0",10.4590909090909
"19152","Monday",195,2014-03-24 12:54:25,2014-03-24 12:57:40,337,"Old Slip & Front St",40.7037992,-74.00838676,376,"John St & William St",40.70862144,-74.00722156,17407,"Subscriber","1976",1,"0.426","10005","32833","1.9","-9999","32","0","28.9","4.6","10","23.9","-9999","0","0","0","0","0",7.86461538461538
"19154","Tuesday",212,2014-03-25 09:54:35,2014-03-25 09:58:07,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,294,"Washington Square E",40.73049393,-73.9957214,16940,"Subscriber","1977",1,"0.815","10011","7","12","-9999","44","0","32","4.6","10","27.5","-9999","0","0","0","0","0",13.8396226415094
"19155","Thursday",271,2014-03-27 09:22:32,2014-03-27 09:27:03,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,21270,"Subscriber","1981",1,"0.912","10014","6","6.1","-9999","45","0","25","8.1","10","16.3","-9999","0","0","0","0","0",12.1151291512915
"19158","Thursday",362,2014-03-27 11:55:19,2014-03-27 12:01:21,359,"E 47 St & Park Ave",40.75510267,-73.97498696,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,16936,"Subscriber","1972",1,"0.868","10035","0","5","-9999","35","0","30","4.6","10","25.2","-9999","0","0","0","0","0",8.63204419889503
"19161","Thursday",228,2014-03-27 12:39:01,2014-03-27 12:42:49,382,"University Pl & E 14 St",40.73492695,-73.99200509,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,19622,"Subscriber","1984",1,"0.929","10003","-3","3","-9999","27","0","34","0","10","-999","-9999","0","0","0","0","0",14.6684210526316
"19162","Wednesday",295,2014-03-12 11:30:49,2014-03-12 11:35:44,382,"University Pl & E 14 St",40.73492695,-73.99200509,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,18991,"Subscriber","1992",1,"0.694","10003","2","39","-9999","61","0","52","6.9","7","-999","-9999","0","0","0","0","0",8.46915254237288
"19163","Monday",119,2014-03-10 10:57:53,2014-03-10 10:59:52,403,"E 2 St & 2 Ave",40.72502876,-73.99069656,300,"Shevchenko Pl & E 6 St",40.728145,-73.990214,20981,"Subscriber","1983",1,"0.67","10003","4","25","0","55","0","39.9","-9999","10","-999","-9999","0","0","0","0","0",20.2689075630252
"19164","Thursday",132,2014-03-06 09:05:33,2014-03-06 09:07:45,415,"Pearl St & Hanover Square",40.7047177,-74.00926027,304,"Broadway & Battery Pl",40.70463334,-74.01361706,16051,"Subscriber","1975",1,"0.264","10005","0","-0.9","-9999","44","0","18","11.5","10","5.4","-9999","0","0","0","0","0",7.2
"19167","Friday",249,2014-03-28 09:04:50,2014-03-28 09:08:59,417,"Barclay St & Church St",40.71291224,-74.01020234,257,"Lispenard St & Broadway",40.71939226,-74.00247214,14665,"Subscriber","1966",1,"0.678","10007","32784","36","-9999","59","0","50","-9999","10","-999","-9999","0","0","0","0","0",9.80240963855422
"19168","Wednesday",221,2014-03-19 09:00:34,2014-03-19 09:04:15,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,505,"6 Ave & W 33 St",40.74901271,-73.98848395,21259,"Subscriber","1979",1,"0.988","10011","-32789","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",16.0941176470588
"19169","Wednesday",336,2014-03-19 12:33:35,2014-03-19 12:39:11,442,"W 27 St & 7 Ave",40.746647,-73.993915,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,15830,"Subscriber","1948",1,"1.461","10001","-8","28.9","-9999","65","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",15.6535714285714
"19170","Monday",220,2014-03-31 16:22:01,2014-03-31 16:25:41,442,"W 27 St & 7 Ave",40.746647,-73.993915,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,15135,"Subscriber","1981",1,"1.126","10001","-3","33.1","-9999","45","0","54","5.8","10","-999","-9999","0","0","0","0","0",18.4254545454545
"19171","Wednesday",167,2014-03-19 09:12:09,2014-03-19 09:14:56,445,"E 10 St & Avenue A",40.72740794,-73.98142006,428,"E 3 St & 1 Ave",40.72467721,-73.98783413,16476,"Subscriber","1989",1,"0.534","10009","12","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",11.511377245509
"19173","Monday",123,2014-03-17 12:43:26,2014-03-17 12:45:29,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,444,"Broadway & W 24 St",40.7423543,-73.98915076,18777,"Subscriber","1978",1,"0.52","10001","6","6.1","-9999","39","0","28","10.4","10","18.6","-9999","0","0","0","0","0",15.219512195122
"19174","Tuesday",388,2014-03-18 14:21:40,2014-03-18 14:28:08,447,"8 Ave & W 52 St",40.76370739,-73.9851615,359,"E 47 St & Park Ave",40.75510267,-73.97498696,17521,"Subscriber","1980",1,"1.243","10019","-32803","0","-9999","19","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",11.5329896907217
"19175","Friday",354,2014-03-14 16:38:59,2014-03-14 16:44:53,450,"W 49 St & 8 Ave",40.76227205,-73.98788205,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,20037,"Subscriber","1970",1,"1.289","10019","-32803","10","-9999","25","0","44.1","9.2","10","39","-9999","0","0","0","0","0",13.1084745762712
"19176","Monday",243,2014-03-03 09:29:10,2014-03-03 09:33:13,459,"W 20 St & 11 Ave",40.746745,-74.007756,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,17390,"Subscriber","1977",1,"0.738","10011","1","1.9","-9999","46","0","19.9","-9999","10","-999","-9999","0","0","0","0","0",10.9333333333333
"19177","Tuesday",465,2014-03-11 11:11:08,2014-03-11 11:18:53,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,379,"W 31 St & 7 Ave",40.749156,-73.9916,18839,"Subscriber","1990",1,"1.667","10003","17","34","-9999","44","0","55.9","3.5","10","-999","-9999","0","0","0","0","0",12.9058064516129
"19179","Monday",250,2014-03-03 16:21:54,2014-03-03 16:26:04,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,18274,"Subscriber","1983",1,"0.745","10010","-4","0","-9999","38","0","21.9","4.6","10","15.7","-9999","0","0","0","0","0",10.728
"19180","Tuesday",262,2014-03-18 13:53:07,2014-03-18 13:57:29,469,"Broadway & W 53 St",40.76344058,-73.98268129,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,18995,"Subscriber","1980",1,"0.789","10019","-22","1.9","-9999","23","0","37","9.2","10","30.4","-9999","0","0","0","0","0",10.8412213740458
"19182","Tuesday",200,2014-03-25 15:43:37,2014-03-25 15:46:57,472,"E 32 St & Park Ave",40.7457121,-73.98194829,498,"Broadway & W 32 St",40.74854862,-73.98808416,20634,"Subscriber","1960",1,"0.73","10016","-32785","10.9","-9999","33","0","37.9","6.9","10","32.7","-9999","0","0","0","0","0",13.14
"19183","Friday",140,2014-03-14 13:02:46,2014-03-14 13:05:06,474,"5 Ave & E 29 St",40.7451677,-73.98683077,402,"Broadway & E 22 St",40.7403432,-73.98955109,20713,"Subscriber","1977",1,"0.372","10016","-11","10","-9999","34","0","36","5.8","10","31.1","-9999","0","0","0","0","0",9.56571428571429
"19184","Tuesday",379,2014-03-25 12:43:16,2014-03-25 12:49:35,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,19798,"Subscriber","1971",1,"0.867","10036","-32791","6.1","-9999","27","0","37.9","3.5","10","35.5","-9999","0","0","0","0","0",8.2353562005277
"19185","Thursday",353,2014-03-13 09:58:54,2014-03-13 10:04:47,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,517,"E 41 St & Madison Ave",40.752141,-73.979782,19291,"Subscriber","1953",1,"1.064","10036","51","1.9","-9999","47","0","19","16.1","10","4.5","-9999","0","0","0","0","0",10.8509915014164
"19186","Monday",575,2014-03-24 16:19:01,2014-03-24 16:28:36,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,15962,"Subscriber","1980",1,"1.579","10018","17","1","-9999","25","0","34","6.9","10","28","-9999","0","0","0","0","0",9.88591304347826
"19187","Wednesday",186,2014-03-12 14:13:21,2014-03-12 14:16:27,497,"E 17 St & Broadway",40.73704984,-73.99009296,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,21585,"Subscriber","1984",1,"0.642","10003","24","42.1","-9999","69","0","52","6.9","7","-999","-9999","0","0","0","0","0",12.4258064516129
"19188","Monday",167,2014-03-24 09:08:39,2014-03-24 09:11:26,502,"Henry St & Grand St",40.714215,-73.981346,307,"Canal St & Rutgers St",40.71427487,-73.98990025,18085,"Subscriber","1984",1,"0.464","10002","-1","3.9","-9999","42","0","24.1","8.1","10","15.2","-9999","0","0","0","0","0",10.0023952095808
"19189","Tuesday",424,2014-03-04 16:18:16,2014-03-04 16:25:20,503,"E 20 St & Park Ave",40.73827428,-73.98751968,379,"W 31 St & 7 Ave",40.749156,-73.9916,21061,"Subscriber","1982",1,"1.268","10003","-10","0","-9999","30","0","28","0","10","-999","-9999","0","0","0","0","0",10.7660377358491
"19190","Friday",235,2014-03-21 15:51:57,2014-03-21 15:55:52,509,"9 Ave & W 22 St",40.7454973,-74.00197139,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,21118,"Subscriber","1972",1,"0.699","10011","14","17.1","-9999","27","0","50","11.5","10","-999","-9999","0","0","0","0","0",10.708085106383
"19191","Friday",219,2014-03-21 15:02:46,2014-03-21 15:06:25,509,"9 Ave & W 22 St",40.7454973,-74.00197139,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,20817,"Subscriber","1976",1,"0.649","10011","12","17.1","-9999","27","0","50","11.5","10","-999","-9999","0","0","0","0","0",10.6684931506849
"19192","Thursday",358,2014-03-27 16:40:53,2014-03-27 16:46:51,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,18327,"Subscriber","1974",1,"1.299","10019","0","3.9","-9999","21","0","42.1","5.8","10","38.4","-9999","0","0","0","0","0",13.0625698324022
"19193","Monday",528,2014-03-31 16:36:16,2014-03-31 16:45:04,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,402,"Broadway & E 22 St",40.7403432,-73.98955109,17771,"Subscriber","1979",1,"1.176","10017","32792","33.1","-9999","45","0","54","5.8","10","-999","-9999","0","0","0","0","0",8.01818181818182
"19195","Monday",473,2014-03-24 09:16:25,2014-03-24 09:24:18,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,497,"E 17 St & Broadway",40.73704984,-73.99009296,21628,"Subscriber","1968",1,"1.402","10017","32795","3.9","-9999","42","0","24.1","8.1","10","15.2","-9999","0","0","0","0","0",10.6706131078224
"19197","Tuesday",347,2014-03-18 12:44:12,2014-03-18 12:49:59,533,"Broadway & W 39 St",40.75299641,-73.98721619,444,"Broadway & W 24 St",40.7423543,-73.98915076,15627,"Subscriber","1970",1,"0.743","10018","32804","8.1","-9999","33","0","35.1","8.1","10","28.6","-9999","0","0","0","0","0",7.70835734870317
"19198","Monday",228,2014-03-17 12:41:41,2014-03-17 12:45:29,536,"1 Ave & E 30 St",40.74144387,-73.97536082,472,"E 32 St & Park Ave",40.7457121,-73.98194829,19795,"Subscriber","1987",1,"0.766","10016","3","6.1","-9999","39","0","28","10.4","10","18.6","-9999","0","0","0","0","0",12.0947368421053
"19199","Monday",340,2014-03-10 09:08:25,2014-03-10 09:14:05,545,"E 23 St & 1 Ave",40.736502,-73.97809472,472,"E 32 St & Park Ave",40.7457121,-73.98194829,21261,"Subscriber","1979",1,"0.965","10010","8","27","0","67","0","37","6.9","8","31.6","-9999","0","0","0","0","0",10.2176470588235
"19200","Monday",222,2014-03-10 15:23:50,2014-03-10 15:27:32,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,14762,"Subscriber","1990",1,"0.563","10011","-1","24.1","-9999","39","0","48","6.9","10","-999","-9999","0","0","0","0","0",9.12972972972973
"19202","Friday",140,2014-03-07 13:31:11,2014-03-07 13:33:31,147,"Greenwich St & Warren St",40.71542197,-74.01121978,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,21563,"Subscriber","1978",1,"0.807","10007","-8","21.9","-9999","66","0","32","5.8","10","26.4","-9999","0","0","0","0","0",20.7514285714286
"19204","Monday",323,2014-03-03 15:27:51,2014-03-03 15:33:14,150,"E 2 St & Avenue C",40.7208736,-73.98085795,229,"Great Jones St",40.72743423,-73.99379025,21367,"Subscriber","1992",1,"0.864","10009","14","-0.9","-9999","38","0","21","4.6","10","14.6","-9999","0","0","0","0","0",9.6297213622291
"19205","Monday",181,2014-03-03 14:56:30,2014-03-03 14:59:31,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,15685,"Subscriber","1966",1,"0.525","10017","-32828","-0.9","-9999","38","0","21","-9999","10","-999","-9999","0","0","0","0","0",10.4419889502762
"19207","Tuesday",224,2014-03-04 17:00:32,2014-03-04 17:04:16,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,19049,"Subscriber","1957",1,"0.681","10017","-37","1","-9999","31","0","28","3.5","10","24.2","-9999","0","0","0","0","0",10.9446428571429
"19208","Wednesday",303,2014-03-05 16:00:31,2014-03-05 16:05:34,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,379,"W 31 St & 7 Ave",40.749156,-73.9916,17386,"Subscriber","1974",1,"1.146","10011","8","9","-9999","34","0","35.1","4.6","10","31","-9999","0","0","0","0","0",13.6158415841584
"19209","Friday",139,2014-03-28 16:42:15,2014-03-28 16:44:34,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,497,"E 17 St & Broadway",40.73704984,-73.99009296,15512,"Subscriber","1985",1,"0.316","10011","4","46.9","-9999","64","0","59","6.9","10","-999","-9999","0","0","0","0","0",8.1841726618705
"19210","Tuesday",499,2014-03-04 13:51:18,2014-03-04 13:59:37,173,"Broadway & W 49 St",40.76064679,-73.98442659,486,"Broadway & W 29 St",40.7462009,-73.98855723,18231,"Subscriber","1974",1,"1.027","10019","32801","3.9","-9999","42","0","24.1","0","10","-999","-9999","0","0","0","0","0",7.40921843687375
"19211","Wednesday",170,2014-03-12 16:24:29,2014-03-12 16:27:19,195,"Liberty St & Broadway",40.70905623,-74.01043382,337,"Old Slip & Front St",40.7037992,-74.00838676,21261,"Subscriber","1971",1,"0.529","10005","0","42.1","-9999","60","0","55.9","3.5","7","-999","-9999","0","0","0","0","0",11.2023529411765
"19212","Friday",332,2014-03-28 16:03:12,2014-03-28 16:08:44,228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,501,"FDR Drive & E 35 St",40.744219,-73.97121214,19201,"Subscriber","1971",1,"0.999","10017","0","46.9","-9999","64","0","59","6.9","10","-999","-9999","0","0","0","0","0",10.8325301204819
"19213","Monday",193,2014-03-17 14:05:17,2014-03-17 14:08:30,264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,417,"Barclay St & Church St",40.71291224,-74.01020234,20128,"Subscriber","1987",1,"0.497","10005","0","5","-9999","33","0","30.9","4.6","10","26.2","-9999","0","0","0","0","0",9.27046632124352
"19214","Wednesday",236,2014-03-26 12:06:05,2014-03-26 12:10:01,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,280,"E 10 St & 5 Ave",40.73331967,-73.99510132,14915,"Subscriber","1970",1,"0.793","10011","12","3","-9999","27","0","34","9.2","10","26.6","-9999","0","0","0","0","0",12.0966101694915
"19217","Wednesday",212,2014-03-12 16:01:48,2014-03-12 16:05:20,291,"Madison St & Montgomery St",40.713126,-73.984844,295,"Pike St & E Broadway",40.71406667,-73.99293911,15871,"Subscriber","1960",1,"0.573","10002","2","42.1","-9999","60","0","55.9","3.5","7","-999","-9999","0","0","0","0","0",9.73018867924528
"19218","Friday",212,2014-03-14 15:30:23,2014-03-14 15:33:55,291,"Madison St & Montgomery St",40.713126,-73.984844,295,"Pike St & E Broadway",40.71406667,-73.99293911,17843,"Subscriber","1968",1,"0.573","10002","2","10","-9999","27","0","42.1","8.1","10","37.1","-9999","0","0","0","0","0",9.73018867924528
"19219","Thursday",141,2014-03-13 16:55:20,2014-03-13 16:57:41,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,285,"Broadway & E 14 St",40.73454567,-73.99074142,15207,"Subscriber","1990",1,"0.365","10003","-15","-2.9","-9999","27","0","27","13.8","10","15.6","-9999","0","0","0","0","0",9.31914893617021
"19220","Tuesday",369,2014-03-18 16:19:07,2014-03-18 16:25:16,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,347,"W Houston St & Hudson St",40.72873888,-74.00748842,21336,"Subscriber","1971",1,"1.326","10003","-9","7","-9999","24","0","42.1","6.9","10","37.7","-9999","0","0","0","0","0",12.9365853658537
"19221","Thursday",299,2014-03-13 16:04:12,2014-03-13 16:09:11,304,"Broadway & Battery Pl",40.70463334,-74.01361706,319,"Park Pl & Church St",40.71336124,-74.00937622,18319,"Subscriber","1968",1,"0.944","10003","32801","-2.9","-9999","27","0","27","13.8","10","15.6","-9999","0","0","0","0","0",11.3658862876254
"19222","Friday",322,2014-03-28 09:30:06,2014-03-28 09:35:28,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,328,"Watts St & Greenwich St",40.72405549,-74.00965965,20711,"Subscriber","1969",1,"0.901","10282","3","36","-9999","59","0","50","-9999","10","-999","-9999","0","0","0","0","0",10.0732919254658
"19223","Thursday",609,2014-03-20 16:14:57,2014-03-20 16:25:06,347,"W Houston St & Hudson St",40.72873888,-74.00748842,490,"8 Ave & W 33 St",40.751551,-73.993934,19539,"Subscriber","1959",1,"1.764","10014","-12","26.1","-9999","38","0","51.1","16.1","10","-999","-9999","0","0","0","0","0",10.4275862068966
"19224","Tuesday",239,2014-03-11 15:22:48,2014-03-11 15:26:47,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,499,"Broadway & W 60 St",40.76915505,-73.98191841,19649,"Subscriber","1970",1,"1.072","10019","32798","32","-9999","29","0","64.9","5.8","10","-999","-9999","0","0","0","0","0",16.147280334728
"19225","Wednesday",264,2014-03-19 09:18:36,2014-03-19 09:23:00,359,"E 47 St & Park Ave",40.75510267,-73.97498696,464,"E 56 St & 3 Ave",40.75934501,-73.96759673,16667,"Subscriber","1973",1,"0.63","10035","0","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",8.59090909090909
"19226","Tuesday",488,2014-03-25 16:10:40,2014-03-25 16:18:48,367,"E 53 St & Lexington Ave",40.75828065,-73.97069431,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,17280,"Subscriber","1981",1,"1.925","10022","0","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",14.2008196721311
"19227","Thursday",213,2014-03-27 11:20:39,2014-03-27 11:24:12,379,"W 31 St & 7 Ave",40.749156,-73.9916,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,16942,"Subscriber","1959",1,"1.219","10001","-17","5","-9999","35","0","30","4.6","10","25.2","-9999","0","0","0","0","0",20.6028169014085
"19228","Monday",297,2014-03-10 09:03:46,2014-03-10 09:08:43,379,"W 31 St & 7 Ave",40.749156,-73.9916,472,"E 32 St & Park Ave",40.7457121,-73.98194829,17822,"Subscriber","1966",1,"0.743","10001","-14","27","0","67","0","37","6.9","8","31.6","-9999","0","0","0","0","0",9.00606060606061
"19229","Tuesday",214,2014-03-25 16:44:33,2014-03-25 16:48:07,387,"Centre St & Chambers St",40.71273266,-74.0046073,147,"Greenwich St & Warren St",40.71542197,-74.01121978,16421,"Subscriber","1981",1,"0.468","10007","-8","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",7.87289719626168
"19230","Monday",133,2014-03-31 11:51:17,2014-03-31 11:53:30,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,20203,"Subscriber","1959",1,"0.342","10001","-9","30","-9999","65","0","41","10.4","10","34.7","-9999","0","0","0","0","0",9.25714285714286
"19231","Friday",310,2014-03-28 14:55:39,2014-03-28 15:00:49,392,"Jay St & Tech Pl",40.695065,-73.987167,271,"Ashland Pl & Hanson Pl",40.68528172,-73.97805813,16852,"Subscriber","1970",1,"1.294","11201","9","45","-9999","72","0","54","4.6","9","-999","-9999","0","0","0","0","0",15.0270967741935
"19232","Wednesday",157,2014-03-12 11:05:26,2014-03-12 11:08:03,402,"Broadway & E 22 St",40.7403432,-73.98955109,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,16300,"Subscriber","1994",1,"0.684","10010","9","39","-9999","61","0","52","6.9","7","-999","-9999","0","0","0","0","0",15.684076433121
